"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"913.2649829/69.78715737"	"56897812"	"56897812"	"2330011.244"	"56897812"	"56897812"	"2335557.245"	"56897812"	"3763438.896"	"56897812"	"6774163.005"
"913.3687529/55.51407601"	"1270901.376"	"2968152.955"	"56897812"	"1649945.884"	"1038764.897"	"2357316.617"	"941255.3959"	"2110110.688"	"1317977.021"	"1971707.138"
"913.7651227/69.90267785"	"56897812"	"7180684.28"	"6389838.548"	"56897812"	"1965171.76"	"7942521.168"	"3410096.56"	"2451643.694"	"2540694.043"	"2821568.964"
"913.8577196/70.50338181"	"2132863.248"	"56897812"	"56897812"	"1684752.042"	"3223712.684"	"56897812"	"2820017.223"	"2560140.424"	"2540220.486"	"2260202.355"
"914.0471216/63.37537238"	"1179123.276"	"56897812"	"56897812"	"590736.8131"	"1251543.846"	"56897812"	"951778.8928"	"56897812"	"56897812"	"56897812"
"914.2253282/58.60529805"	"56897812"	"56897812"	"1891872.188"	"5401813.505"	"1717022.507"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"914.3293079/56.52209769"	"1157425.182"	"56897812"	"56897812"	"56897812"	"869388.5649"	"56897812"	"1072150.653"	"8589811.785"	"5807759.35"	"6128754.4"
"914.5036938/57.97556203"	"337672.0345"	"56897812"	"56897812"	"3295689.345"	"56897812"	"1045119.822"	"701665.648"	"2163593.304"	"56897812"	"1666520.553"
"914.8078021/68.39189237"	"6936652.979"	"14516889.1"	"56897812"	"12901226.04"	"8737388.084"	"8072607.381"	"8719116.916"	"12884967.07"	"7995299.761"	"56897812"
"915.2086702/52.52273418"	"56897812"	"1537799.826"	"2095290.723"	"56897812"	"1027742.387"	"1788245.997"	"56897812"	"56897812"	"56897812"	"56897812"
"915.3129064/68.58047496"	"3744727.363"	"2813932.717"	"56897812"	"5586131.062"	"9803480.286"	"2893188.346"	"8878585.084"	"8676829.559"	"5743283.679"	"9875545.379"
"916.4173559/56.35012033"	"56897812"	"56897812"	"56897812"	"56897812"	"2583227.418"	"56897812"	"1513020.473"	"1911553.372"	"56897812"	"1554763.212"
"916.5030974/58.74915605"	"2738056.182"	"56897812"	"56897812"	"1539986.564"	"2492335.968"	"2416500.548"	"3324999.601"	"56897812"	"2628118.787"	"56897812"
"916.5661935/57.4045402"	"565555.2968"	"8704284.329"	"1904321.151"	"56897812"	"56897812"	"1282187.021"	"819831.0902"	"467728.3442"	"56897812"	"394680.8803"
"916.6781176/62.93904768"	"913829.9941"	"56897812"	"56897812"	"829044.9139"	"1453314.572"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"916.7078982/93.69968579"	"3720359.79"	"23065097.84"	"14467844.07"	"3940563.137"	"4616830.126"	"24567466.9"	"8141050.464"	"12769426.21"	"11631188.13"	"9547967.781"
"916.8618096/68.93372356"	"6142626.586"	"56897812"	"56897812"	"5137917.283"	"4858917.428"	"10238303.17"	"6264005.771"	"4431452.252"	"4441964.695"	"5606658.318"
"917.2070022/52.99298797"	"1040523.252"	"1079197.57"	"1336361.472"	"56897812"	"56897812"	"1735049.823"	"56897812"	"56897812"	"56897812"	"56897812"
"917.3634394/67.93137052"	"2005150.551"	"56897812"	"56897812"	"1523050.105"	"3204180.806"	"56897812"	"1548381.881"	"56897812"	"56897812"	"56897812"
"918.0723894/63.78311044"	"56897812"	"1898425.002"	"56897812"	"595591.281"	"56897812"	"56897812"	"729435.0572"	"1342080.221"	"988860.966"	"974316.1884"
"918.3266248/55.60987731"	"5617094.909"	"5342053.675"	"6088107.751"	"6031459.483"	"2953029.916"	"5090363.671"	"4546950.872"	"2434140.959"	"6732593.533"	"2570333.424"
"918.3638637/54.5673634"	"6191323.008"	"56897812"	"56897812"	"4038750.011"	"5908646.627"	"56897812"	"56897812"	"56897812"	"8460900.538"	"3056148.645"
"918.4982125/59.54299177"	"56897812"	"2321695.995"	"56897812"	"669344.1243"	"56897812"	"3058784.464"	"2961277.472"	"1449789.291"	"3116794.073"	"56897812"
"918.9650678/64.87418293"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"412925.6176"	"56897812"	"1309881.615"	"56897812"	"1061738.605"
"920.0950277/64.27744374"	"56897812"	"56897812"	"56897812"	"2401928.839"	"56897812"	"56897812"	"731814.533"	"1408771.903"	"1261080.124"	"1143301.538"
"920.3614087/54.30623229"	"4340374.133"	"56897812"	"56897812"	"5831313.406"	"4497380.843"	"56897812"	"6043985.063"	"5938591.86"	"4637851.367"	"5903076.569"
"920.5542863/51.29623527"	"2445526.106"	"56897812"	"56897812"	"884660.3964"	"1172542.133"	"56897812"	"1027110.984"	"3275764.929"	"1256612.06"	"2318146.867"
"920.7469165/174.95681"	"56897812"	"56897812"	"731376.1857"	"56897812"	"1164370.111"	"457903.2527"	"56897812"	"2852687.497"	"2220413.899"	"56897812"
"920.7509744/82.02826753"	"755734.3453"	"7431225.161"	"9497359.145"	"715587.1947"	"3835329.843"	"2781503.91"	"56897812"	"56897812"	"4526949.049"	"56897812"
"920.9497825/60.23169424"	"747755.7083"	"56897812"	"14779283.14"	"553847.573"	"1444495.189"	"12341077.7"	"1438310.126"	"1056526.681"	"56897812"	"56897812"
"921.0548925/49.67006316"	"56897812"	"56897812"	"56897812"	"326731.4932"	"56897812"	"56897812"	"56897812"	"379170.5796"	"381831.4962"	"591679.5738"
"921.3586304/53.15940232"	"958530.177"	"56897812"	"56897812"	"1558535.154"	"585323.575"	"56897812"	"2093533.66"	"1353627.571"	"1119379.723"	"1186001.276"
"921.553793/50.470254"	"1196985.722"	"56897812"	"2382086.235"	"1087061.477"	"1172460.73"	"56897812"	"1210585.603"	"1518673.988"	"727422.3152"	"801084.0642"
"922.0834848/125.5754012"	"1566091.474"	"6620338.007"	"13007915.94"	"56897812"	"1816291.684"	"56897812"	"56897812"	"3685154.081"	"56897812"	"56897812"
"922.360196/53.79975019"	"7479694.141"	"3692727.906"	"2565565.053"	"4710626.853"	"6027016.409"	"6035494.82"	"7967893.706"	"7685064.03"	"6124194.823"	"4448399.409"
"922.7977218/68.01156345"	"37041963.54"	"19297628.47"	"25259226.97"	"19670999.75"	"47205002.68"	"56873446.06"	"41347760.05"	"45523429.99"	"32729172"	"42747945.22"
"923.358144/53.05527589"	"1825880.497"	"56897812"	"56897812"	"1220599.059"	"1371035.396"	"56897812"	"56897812"	"1808376.028"	"56897812"	"10192199.41"
"923.8002258/68.28755923"	"11936445.1"	"15887304.79"	"5174127.948"	"13089298.88"	"13309314.82"	"12810900.56"	"13846018.3"	"10731665.84"	"16057112.35"	"8883764.402"
"924.119175/64.37619967"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1043053.211"	"1356006.905"	"707794.2966"
"924.715363/61.15449485"	"56897812"	"56897812"	"7129683.114"	"3133289.44"	"2528737.696"	"56897812"	"1177462.431"	"1451041.345"	"56897812"	"56897812"
"924.7982535/68.145505"	"9453231.484"	"5347746.129"	"7222347.953"	"8621232.567"	"7778623.461"	"56897812"	"8918585.138"	"6341643.173"	"9555745.8"	"6657130.535"
"925.2683697/24.18236221"	"207631.6564"	"473758.7468"	"355205.893"	"179403.9063"	"56897812"	"269481.8274"	"56897812"	"279520.6263"	"56897812"	"275893.6925"
"925.3157081/55.58955725"	"56897812"	"56897812"	"56897812"	"330611.1972"	"56897812"	"56897812"	"1758260.581"	"4022198.791"	"420538.1084"	"56897812"
"925.7698806/69.13804881"	"3070667.72"	"4970452.38"	"56897812"	"2573792.237"	"2276297.42"	"3687980.469"	"2390630.619"	"2156100.723"	"2736885.522"	"3073205.428"
"925.9387103/47.67848116"	"1199315.322"	"1024123.982"	"1729215.915"	"56897812"	"56897812"	"1073691.768"	"4379111.105"	"56897812"	"56897812"	"56897812"
"926.0561695/62.39326096"	"469343.3549"	"56897812"	"56897812"	"423775.0484"	"1342303.726"	"56897812"	"1020172.138"	"56897812"	"56897812"	"56897812"
"926.3567175/54.9061811"	"4832156.178"	"3472580.066"	"8062241.911"	"3827029.094"	"5363961.612"	"4894992.852"	"5554311.111"	"4588184.042"	"5756223.412"	"3769647.014"
"926.5399004/59.15181017"	"1377316.946"	"56897812"	"56897812"	"646919.9626"	"56897812"	"5252465.341"	"2318465.853"	"56897812"	"1639718.559"	"56897812"
"926.7336891/134.6746579"	"3924312.243"	"5293579.607"	"4563348.148"	"2386840.986"	"3701151.923"	"6163031.559"	"5502936.221"	"11945701.25"	"5647795.951"	"5161458.7"
"926.7616641/88.17918725"	"10246610.19"	"5490624.822"	"56897812"	"14040650.51"	"9735130.693"	"7106482.332"	"8488702.99"	"12201399.12"	"9694603.658"	"9007171.705"
"926.7713901/82.9885547"	"6933351.527"	"1652090.508"	"56897812"	"5433576.871"	"6427186.582"	"56897812"	"2692892.761"	"3998463.693"	"56897812"	"4281506.898"
"927.3468506/54.56318679"	"940403.0639"	"2240379.561"	"56897812"	"1857798.345"	"1492384.774"	"56897812"	"1772824.769"	"1606912.21"	"2083410.819"	"1878287.177"
"927.5970643/28.19213457"	"17712007.45"	"56897812"	"56897812"	"22982288.25"	"20492439.73"	"56897812"	"14461124.71"	"14273268.58"	"15462814.36"	"18386952.66"
"927.7372894/134.5120265"	"2352853.301"	"8899001.527"	"4437136.462"	"2239323.358"	"2965300.886"	"6335018.332"	"3197104.195"	"3583480.119"	"4034401.199"	"4062341.793"
"928.0523328/61.15313889"	"56897812"	"56897812"	"56897812"	"2288362.62"	"606501.6919"	"3056518.798"	"608191.9145"	"640470.2941"	"615383.0092"	"671641.2634"
"928.308621/55.93469641"	"56897812"	"6925135.047"	"5488476.036"	"4290804.08"	"1407618.606"	"5433592.317"	"56897812"	"3041711.418"	"5909292.602"	"2667969.432"
"928.348413/56.11028485"	"2162440.827"	"56897812"	"56897812"	"56897812"	"56897812"	"3849307.948"	"5161286.476"	"4513523.858"	"56897812"	"2348082.703"
"928.4429453/56.56648826"	"1809210.66"	"56897812"	"56897812"	"2795410.303"	"2301557.021"	"56897812"	"3212611.206"	"1653613.918"	"2710606.201"	"3137501.566"
"928.6180761/27.72660829"	"20054478.84"	"56897812"	"342700.5366"	"24445125.89"	"43558130.71"	"756695.155"	"21148253.17"	"21625791.13"	"22424283.59"	"23080726.88"
"928.7353196/142.2406699"	"3815908.826"	"4052049.425"	"2894564.214"	"2137267.25"	"2802077.987"	"1608132.15"	"56897812"	"56897812"	"3168052.691"	"56897812"
"928.7846447/72.54272151"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"5726495.09"	"8433444.204"	"9041815.846"	"8195912.601"
"929.3099714/57.86717529"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"3045098.681"	"1706291.95"	"56897812"	"1474128.185"
"929.6212053/27.90793132"	"9906845.819"	"56897812"	"56897812"	"25284360.68"	"11120749.81"	"56897812"	"15422266.07"	"11202210.51"	"16835406.09"	"23262847.09"
"929.7387796/70.21402711"	"9198757.605"	"6852108.921"	"8512153.566"	"56897812"	"56897812"	"6457598.061"	"56897812"	"2490521.627"	"1262048.544"	"56897812"
"929.8300731/69.32290702"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"3428835.059"	"3045716.573"	"2568641.775"	"56897812"
"930.4774785/58.75083935"	"56897812"	"56897812"	"2900153.186"	"1655000.265"	"3699870.023"	"56897812"	"1506542.312"	"56897812"	"56897812"	"1940824.355"
"930.625682/28.2137168"	"7319238.797"	"56897812"	"56897812"	"8013826.979"	"8718053.088"	"56897812"	"9803321.655"	"8578419.079"	"6724513.862"	"12824527.87"
"931.2852588/68.72216557"	"3258013.002"	"4770711.827"	"56897812"	"2739788.298"	"2059358.868"	"3468493.35"	"3595094.874"	"2702690.15"	"4312500.564"	"3999653.616"
"931.9224796/103.2262355"	"3019229.449"	"4579793.224"	"4301681.514"	"2661366.644"	"2916959.118"	"3874616.323"	"56897812"	"4136651.337"	"3552079.397"	"3600051.812"
"932.4763823/57.56722674"	"2178190.318"	"56897812"	"56897812"	"1791099.475"	"1913617.432"	"56897812"	"2646529.462"	"1392218.647"	"1664620.208"	"1608804.807"
"932.5870959/60.71125595"	"56897812"	"3932888.576"	"10870025.22"	"7358375.632"	"56897812"	"484067.4759"	"56897812"	"2833318.634"	"3099962.029"	"56897812"
"932.6824631/90.97505177"	"6448468.025"	"7893940.193"	"5877485.486"	"333999.3253"	"356177.1599"	"7792985.388"	"4562305.835"	"1358791.859"	"1206518.11"	"1004240.678"
"932.835314/70.32891763"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"2801855.881"	"3050232.764"	"1649357.04"	"2270457.065"
"933.6061886/25.64381754"	"1803443.834"	"56897812"	"56897812"	"3615735.977"	"488775.9046"	"56897812"	"2928877.654"	"2808381.301"	"1955583.369"	"3893076.219"
"933.7574409/69.45417739"	"1674723.023"	"2639265.18"	"3671635.377"	"2478825.179"	"56897812"	"3711898.462"	"2027280.044"	"1630893.669"	"2534496.581"	"56897812"
"933.868428/100.9596424"	"3539926.744"	"56897812"	"56897812"	"1513086.659"	"1512365.575"	"56897812"	"3045748.59"	"3770726.634"	"1371028.116"	"1551015.932"
"934.0411004/62.05641264"	"686907.2277"	"4631528.476"	"56897812"	"685379.8553"	"528272.1146"	"56897812"	"669737.0045"	"549850.6227"	"760244.4219"	"444255.4891"
"934.1441065/104.965759"	"655588.4117"	"31327.79944"	"56897812"	"56897812"	"1005936.662"	"56897812"	"56897812"	"913496.0087"	"431849.4022"	"749188.8054"
"934.3895116/56.95409109"	"56897812"	"56897812"	"1475390.276"	"1309308.161"	"1162268.467"	"56897812"	"1480125.594"	"1821596.135"	"1753618.129"	"1362116.789"
"934.4740639/58.20288813"	"56897812"	"56897812"	"56897812"	"56897812"	"2073459.176"	"3277282.17"	"2645253.251"	"2108067.349"	"56897812"	"1868543.231"
"934.6383534/24.60764527"	"1090887.617"	"2414456.895"	"2507140.715"	"357922.3713"	"1085408.934"	"3183425.2"	"615813.9879"	"1448185.338"	"984489.1209"	"1246847.368"
"934.680959/72.82870162"	"56897812"	"5784419.878"	"3732251.956"	"836825.4098"	"56897812"	"5972296.444"	"2344059.195"	"2777766.332"	"2102603.033"	"1635143.762"
"935.041509/62.09331328"	"1090287.347"	"549871.1878"	"56897812"	"896219.9638"	"815151.5792"	"1893316.153"	"56897812"	"640904.4523"	"56897812"	"692228.7744"
"935.6403721/24.02698774"	"166177.8875"	"56897812"	"56897812"	"203189.2689"	"186406.7548"	"1377607.191"	"358314.3753"	"190436.4407"	"145077.8962"	"271310.7908"
"936.0399616/62.1329418"	"515162.8444"	"1785779.775"	"56897812"	"679687.1693"	"599910.7857"	"56897812"	"672802.3683"	"56897812"	"717647.048"	"609741.8073"
"936.3856182/57.09359987"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1089106.333"	"1237848.392"	"1510508.611"	"1080597.261"
"936.6432986/24.41074093"	"56897812"	"61265.88483"	"53815.59618"	"56897812"	"139087.1013"	"104223.8215"	"251275.6909"	"161388.7786"	"1966650.711"	"56897812"
"936.7702678/70.69546181"	"56897812"	"56897812"	"56897812"	"56897812"	"3597540.223"	"56897812"	"2219452.972"	"2743267.976"	"3029453.307"	"5777989.602"
"936.9244223/61.41650321"	"1202990.772"	"1015784.209"	"56897812"	"1205969.316"	"1127219.729"	"567782.8543"	"1487281.658"	"304247.6148"	"1134224.845"	"1326061.662"
"937.6094397/108.3971175"	"56897812"	"1129213.749"	"56897812"	"56897812"	"56897812"	"1369994.838"	"778590.5046"	"1611869.706"	"3057367.872"	"827972.149"
"938.5578655/84.49205969"	"2473138.195"	"6533123.551"	"2435505.797"	"56897812"	"56897812"	"3796936.385"	"56897812"	"56897812"	"3241498.601"	"56897812"
"938.9210376/61.36253097"	"961081.6798"	"56897812"	"56897812"	"887539.4028"	"1021619.527"	"56897812"	"993072.5609"	"907912.1349"	"1028535.366"	"1149914.809"
"939.272167/69.61345172"	"56897812"	"56897812"	"2218706.947"	"1116246.92"	"56897812"	"5324096.093"	"1664552.639"	"2675825.39"	"1980556.939"	"2240875.841"
"939.293847/52.94346695"	"1199370.639"	"56897812"	"1795921.598"	"1208804.906"	"1972646.317"	"56897812"	"2308817.901"	"1560359.872"	"1974048.662"	"2302872.386"
"939.8636786/69.27662202"	"56897812"	"56897812"	"56897812"	"2441594.375"	"3032622.915"	"56897812"	"2907624.609"	"2396711.126"	"2796533.13"	"2509301.8"
"940.3334893/56.80766637"	"56897812"	"56897812"	"56897812"	"1268712.97"	"56897812"	"56897812"	"1104295.394"	"1271209.008"	"1219021.414"	"56897812"
"940.6973716/91.85880064"	"56897812"	"3996183.579"	"6147342.98"	"56897812"	"4042677.94"	"6043894.553"	"842261.2614"	"1586897.865"	"1376902.8"	"963559.3246"
"940.7710044/69.8543616"	"56897812"	"56897812"	"56897812"	"7132294.832"	"56897812"	"7845136.24"	"56897812"	"8315541.648"	"17215448.63"	"56897812"
"942.0269856/62.59754304"	"900052.3209"	"56897812"	"56897812"	"872089.3403"	"1088308.379"	"56897812"	"786097.0931"	"56897812"	"56897812"	"1875603.227"
"942.1705997/53.4603178"	"56897812"	"4089880.23"	"6653835.151"	"56897812"	"1709038.188"	"3707116.894"	"919607.0202"	"1794215.977"	"56897812"	"709897.2163"
"942.4186952/57.05462331"	"1110558.385"	"56897812"	"56897812"	"864548.9019"	"516694.1203"	"56897812"	"56897812"	"659608.2635"	"3039205.186"	"733946.9108"
"942.5118072/59.41707"	"2577728.432"	"4934516.488"	"56897812"	"56897812"	"56897812"	"5244799.686"	"3173512.745"	"56897812"	"56897812"	"2313262.753"
"942.6205988/72.98598771"	"56897812"	"1927880.342"	"1423931.182"	"56897812"	"1197883.555"	"1255226.253"	"56897812"	"56897812"	"56897812"	"56897812"
"942.7103732/146.7754726"	"56897812"	"5789165.135"	"56897812"	"56897812"	"56897812"	"4390576.048"	"2718295.97"	"1883554.698"	"1704214.396"	"635243.5161"
"942.7295157/86.35558487"	"56897812"	"56897812"	"56897812"	"56897812"	"1275968.089"	"637603.4049"	"56897812"	"56897812"	"610557.3501"	"429261.2897"
"942.8656396/68.6375345"	"56897812"	"56897812"	"56897812"	"3923043.191"	"4035836.999"	"100839.9804"	"2962654.302"	"2387372.795"	"2353664.349"	"1697884.895"
"943.0249325/62.64289966"	"720800.2696"	"56897812"	"56897812"	"923547.9714"	"1063446.088"	"56897812"	"812307.3273"	"56897812"	"714155.0053"	"539051.4337"
"943.2855329/53.25061724"	"56897812"	"56897812"	"56897812"	"3074878.137"	"3767876.263"	"2963470.125"	"6202976.293"	"3795511.168"	"4843652.204"	"5680302.556"
"943.4448221/55.24040429"	"1114360.606"	"5795616.607"	"56897812"	"56897812"	"880706.0577"	"56897812"	"2667138.385"	"546378.7619"	"1994894.099"	"56897812"
"944.0243868/62.37946672"	"1124097.717"	"56897812"	"56897812"	"1078074.261"	"823843.6148"	"56897812"	"808572.0993"	"56897812"	"701428.8033"	"661117.1798"
"944.2849347/56.24043765"	"2698930.599"	"56897812"	"56897812"	"1945153.224"	"1501572.497"	"56897812"	"1351521.479"	"2486018.225"	"2449609.806"	"2231965.269"
"944.4135608/56.85753714"	"1274926.83"	"56897812"	"56897812"	"1258210.898"	"1087320.084"	"56897812"	"1237346.319"	"2559441.021"	"1579619.791"	"1137152.756"
"944.7367187/76.62141828"	"56897812"	"56897812"	"56897812"	"56897812"	"4341482.95"	"56897812"	"56897812"	"6082564.352"	"6112986.066"	"4121993.716"
"945.2395767/108.9834331"	"1253038.565"	"56897812"	"56897812"	"1318243.746"	"1367987.11"	"56897812"	"1653735.261"	"2314268.865"	"1907598.265"	"1843849.316"
"945.2829813/53.63601069"	"56897812"	"3385090.7"	"3034055.404"	"2489274.156"	"3252932.991"	"2465983.684"	"9871135.107"	"6725874.341"	"4571855.756"	"7170327.378"
"946.7546188/69.87315027"	"56897812"	"9477382.164"	"56897812"	"56897812"	"56897812"	"16711552.9"	"4043970.018"	"3242373.867"	"2995712.997"	"56897812"
"946.9000497/93.90527786"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"527144.6064"	"3240136.367"	"1985248.481"	"1551962.609"
"947.849847/70.02123168"	"1900201.973"	"56897812"	"56897812"	"1995336.357"	"2378746.247"	"56897812"	"2621468.978"	"3131692.739"	"2180266.236"	"2132109.414"
"948.4023843/55.12478297"	"2500047.669"	"56897812"	"56897812"	"1153755.804"	"2172408.323"	"56897812"	"2167588.938"	"1956791.034"	"2342953.441"	"1808711.219"
"948.7396518/88.55281189"	"7185352.344"	"56897812"	"1263452.026"	"22069662.34"	"10122165.35"	"56897812"	"10918834"	"9150684.341"	"9866949.372"	"11232839.14"
"949.2772726/52.83798807"	"56897812"	"2437562.234"	"56897812"	"56897812"	"2187731.111"	"3530040.257"	"3762784.615"	"4055768.243"	"3549289.139"	"56897812"
"949.3046187/68.59568678"	"7960156.584"	"2433819.623"	"56897812"	"5119445.659"	"6717395.215"	"7083612.457"	"8681854.705"	"10729842.74"	"7103971.74"	"10352533.64"
"949.3633957/55.54982483"	"56897812"	"56897812"	"56897812"	"1289193.11"	"1908591.617"	"56897812"	"56897812"	"2471328.787"	"2723690.553"	"13961398.84"
"949.5438593/37.43248325"	"424265.4326"	"56897812"	"56897812"	"56897812"	"1401274.544"	"56897812"	"1750990.33"	"1616494.517"	"1599071.009"	"730059.4877"
"949.7046544/137.0956558"	"56897812"	"5418373.59"	"3371043.629"	"56897812"	"56897812"	"56897812"	"1406593.514"	"3101724.021"	"1716053.09"	"2421034.289"
"949.8033094/68.80328805"	"56897812"	"5628928.634"	"5064266.407"	"5777301.826"	"6532200.808"	"6773763.469"	"5099290.941"	"4181339.575"	"5067902.15"	"3395509.519"
"950.015102/63.58163232"	"1144403.939"	"56897812"	"56897812"	"652441.5208"	"907691.4314"	"56897812"	"925586.2843"	"56897812"	"56897812"	"56897812"
"950.396586/55.95889207"	"56897812"	"56897812"	"56897812"	"56897812"	"1662871.187"	"56897812"	"1742568.614"	"1383773.553"	"56897812"	"1500297.736"
"950.5497118/37.60149519"	"765710.1066"	"56897812"	"56897812"	"821150.511"	"674991.4707"	"56897812"	"1092412.413"	"959694.802"	"362974.3315"	"1136570.667"
"950.6321326/24.87619277"	"468977.379"	"1551972.915"	"56897812"	"168650.7786"	"927048.6689"	"2020384.766"	"668829.9832"	"377735.7675"	"452545.9456"	"549331.2608"
"950.7446857/81.96537555"	"1773231.727"	"56897812"	"56897812"	"3993077.109"	"3590984.359"	"56897812"	"5385312.004"	"5029944.304"	"3549902.234"	"5871018.61"
"950.8528803/68.68203733"	"56897812"	"56897812"	"56897812"	"56897812"	"3562387.051"	"56897812"	"4838829.004"	"2905208"	"2938929.089"	"56897812"
"951.0139707/63.31940391"	"1088771.692"	"56897812"	"56897812"	"757408.1398"	"909061.259"	"56897812"	"562252.745"	"56897812"	"396622.8233"	"56897812"
"951.3604223/56.21895986"	"3443412.934"	"2790980.704"	"56897812"	"1303376.21"	"1420036.065"	"56897812"	"5953701.384"	"3496813.891"	"2049416.216"	"2305097.012"
"952.0105937/63.46211085"	"1247418.086"	"56897812"	"56897812"	"736222.4646"	"839531.4841"	"56897812"	"652331.4405"	"56897812"	"56897812"	"56897812"
"952.2154843/53.85371809"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"5264274.896"	"56897812"	"2500405.1"	"1319250.946"	"56897812"
"952.3204502/56.19226347"	"1831021.692"	"1933769.963"	"1290812.412"	"1742165.217"	"2186821.543"	"56897812"	"2065732.136"	"1721346.05"	"1056743.525"	"1326676.612"
"952.5071/59.77589709"	"56897812"	"10951258.12"	"56897812"	"56897812"	"56897812"	"3891280.561"	"1974527.513"	"2744552.84"	"2396803.342"	"2630052.006"
"952.6530689/71.13072693"	"1347851.258"	"9475626.043"	"4159553.28"	"2736626.499"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"952.7439086/70.55933831"	"56897812"	"56897812"	"56897812"	"56897812"	"3541179.452"	"56897812"	"3237047.669"	"3170306.838"	"3812420.71"	"4484578.839"
"952.8957674/62.55447533"	"2420951.558"	"56897812"	"56897812"	"1458045.305"	"1746708.532"	"56897812"	"1721994.308"	"537063.2598"	"1236479.549"	"1058098.946"
"953.5374998/25.6645074"	"736467.3296"	"591872.7913"	"874987.0637"	"571506.9383"	"955233.5795"	"411055.4256"	"496236.3388"	"374509.2207"	"541142.1751"	"589709.8538"
"954.0078632/94.52872961"	"56897812"	"56897812"	"56897812"	"56897812"	"535299.4141"	"56897812"	"825153.9234"	"1564285.413"	"1346646.526"	"813939.3372"
"954.5024913/57.69146137"	"540947.9246"	"3237043.842"	"775358.1623"	"736625.2333"	"1104927.954"	"1801907.601"	"2519519.554"	"1400318.481"	"1041505.637"	"1243269.914"
"954.894527/62.34615623"	"1587067.039"	"56897812"	"56897812"	"1516401.842"	"1020160.079"	"56897812"	"1198547.198"	"56897812"	"1345564.119"	"1010225.271"
"955.2465422/69.81793502"	"56897812"	"1955577.975"	"3154021.75"	"56897812"	"7638537.905"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"
"955.3538313/56.11302966"	"1264260.332"	"1230434.581"	"56897812"	"1502403.436"	"1344756.18"	"442715.2962"	"1835666.358"	"1597489.388"	"1094760.301"	"1686832.05"
"955.4524253/25.82236183"	"505058.3384"	"1087951.12"	"56897812"	"3459718.703"	"828939.7827"	"577331.3785"	"6473059.509"	"332101.8111"	"3600622.29"	"1145361.463"
"955.6152995/28.0759177"	"2028721.423"	"56897812"	"56897812"	"8027837.81"	"2361628.262"	"56897812"	"6397174.935"	"2694516.804"	"4616711.972"	"5887368.6"
"955.7461358/66.582207"	"56897812"	"15831097.24"	"7660580.944"	"1575670.984"	"1314368.354"	"7967151.455"	"1444794.234"	"2305758.347"	"2693088.199"	"2957048.288"
"955.8491106/95.54188839"	"56897812"	"56897812"	"56897812"	"799580.6879"	"1384619.85"	"56897812"	"1032780.088"	"1143353.758"	"1397147.456"	"1495934.226"
"955.9484917/25.70510687"	"1168445.701"	"310206.1594"	"56897812"	"56897812"	"6724293.948"	"56897812"	"1129637.94"	"5973820.248"	"954652.4947"	"417044.8171"
"956.1942162/53.54660842"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"6078308.291"	"56897812"	"1432446.597"	"1336094.777"
"956.6189854/28.18950414"	"2454712.687"	"56897812"	"56897812"	"5456841.459"	"3549359.878"	"56897812"	"4580817.243"	"4159683.124"	"4197805.594"	"4721426.402"
"956.7898435/68.1020043"	"10858239.03"	"22938953.24"	"56897812"	"17250555.82"	"20329030.92"	"18727323.08"	"23327220.61"	"20567968.46"	"16333567.13"	"22764929.17"
"957.2905366/68.71499358"	"56897812"	"4000953.288"	"56897812"	"5207885.784"	"8562167.615"	"4181564.922"	"5906262.747"	"8450436.359"	"9316794.478"	"5860951.251"
"957.789838/66.98262672"	"4641745.363"	"10524209.98"	"56897812"	"7198222.563"	"7493043.34"	"7637562.465"	"2920353.92"	"7474777"	"4515056.167"	"7532071.056"
"958.4838334/58.72482254"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"1112888.415"	"2706580.117"	"56897812"	"1522458.025"
"958.5951181/73.60790071"	"1896356.01"	"1452490.89"	"2122083.423"	"56897812"	"56897812"	"1209664.671"	"56897812"	"3608988.297"	"56897812"	"56897812"
