"mztime"	"VK_180504_097"	"VK_180504_103"	"VK_180504_121"	"VK_180504_127"	"VK_180504_145"	"VK_180504_151"	"VK_180504_181"	"VK_180504_187"	"VK_180504_205"	"VK_180504_211"
"mztime"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"	"MPP"	"Control"
"218.1076766/35.57992606"	"454341.9667"	"512721.0985"	"1649930.309"	"876558.5787"	"244877.1304"	"827651.0068"	"699323.5236"	"671279.7203"	"1159923.18"	"306175.2862"
"218.14958/93.7777871"	"1180562.224"	"753669.953"	"4705941.86"	"56897812"	"1314613.357"	"1675380.87"	"1306693.691"	"915114.873"	"56897812"	"56897812"
"218.1747204/9.819198738"	"149810.261"	"126015.6241"	"56897812"	"133126.2746"	"164440.4845"	"121711.7224"	"155878.4876"	"147159.7091"	"141631.0756"	"156470.0323"
"218.4604199/162.505424"	"56897812"	"56897812"	"4469456.524"	"2219909.293"	"1410469.336"	"56897812"	"1412821.726"	"3069079.811"	"1341812.039"	"56897812"
"218.4926901/172.7637735"	"3103971.836"	"3170424.335"	"12677294.82"	"4455480.67"	"4503824.559"	"5351115.082"	"4121387.738"	"1452721.581"	"3299085.155"	"2663591.567"
"218.8774201/65.90120591"	"56897812"	"7262165.872"	"56897812"	"3173038.045"	"2668501.686"	"12562423.85"	"649602.3019"	"1120729.602"	"56897812"	"56897812"
"218.9019294/54.59447179"	"2783108.6"	"56897812"	"56897812"	"2207387.102"	"3142248.22"	"56897812"	"56897812"	"56897812"	"56897812"	"3190189.337"
"218.9235589/182.7530883"	"12779677.95"	"7660781.941"	"10719533.53"	"13722157.78"	"13007564.68"	"10582805.19"	"14423396.71"	"13943439.53"	"56897812"	"13863308.39"
"218.924016/288.7963947"	"1065078.273"	"3537889.984"	"2229108.483"	"1628207.348"	"1419743.838"	"2552322.478"	"1481575.259"	"442903.4566"	"56897812"	"515943.563"
"218.9301204/128.1887409"	"21585431.45"	"22731917.75"	"65041850.63"	"23188752.28"	"25802989.36"	"62934193.91"	"31527410.42"	"36000071.54"	"34531865.87"	"30745433.64"
"218.9426982/99.02474193"	"52995394.27"	"64223507.48"	"37174286.23"	"61407046.26"	"49586702.39"	"66742172.73"	"45300862.02"	"36993427.2"	"48009813.35"	"44999845.37"
"218.9571273/154.708864"	"4792680.496"	"10215196.05"	"6319485.481"	"7220190.603"	"56897812"	"3940918.021"	"7905453.407"	"8777921.55"	"56897812"	"8837609.542"
"218.9632543/134.3046074"	"1456836.67"	"5953950.815"	"56897812"	"1963302.967"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"2538020.982"
"218.9838449/287.2157418"	"664619727.2"	"864272693.6"	"816964992.1"	"600335209.6"	"873485396.9"	"753109194.9"	"950822352.7"	"980246263"	"1006762831"	"733028470.5"
"219.0436099/281.9613821"	"2303784.658"	"3825464.761"	"2370943.822"	"1304884.656"	"1253533.556"	"2839592.274"	"2737300.574"	"2740605.32"	"56897812"	"2846785.554"
"219.11252/9.788772671"	"115263.1911"	"210171.0049"	"56897812"	"156434.6302"	"119240.3699"	"67882.07699"	"91846.249"	"217026.6881"	"116566.9361"	"56897812"
"219.1224039/11.62121591"	"854010.4056"	"126458.2818"	"92173.75033"	"96028.88011"	"56897812"	"76367.22676"	"56897812"	"56897812"	"94185.30664"	"56897812"
"219.1336966/61.41440356"	"3392244.631"	"1880138.706"	"606196.1612"	"56897812"	"5323477.592"	"56897812"	"4189346.418"	"3599400.237"	"56897812"	"56897812"
"219.1383932/270.252023"	"535964.6701"	"56897812"	"583674.5529"	"1044352.641"	"618110.2584"	"95943.03004"	"509209.5242"	"921053.1268"	"1078945.96"	"678512.1762"
"219.4853983/159.92232"	"5239941.852"	"56897812"	"18291860.91"	"5830241.475"	"5487661.601"	"4507599.419"	"5703857.114"	"5464559.247"	"4596146.01"	"5673023.807"
"219.6478774/28.91025407"	"3205752.467"	"3351015.318"	"4060752.18"	"2624425.597"	"3767766.343"	"3177626.305"	"3293629.665"	"3661103.808"	"3953368.497"	"3870003.543"
"219.9227816/65.70053455"	"357930.4088"	"56897812"	"56897812"	"465191.4372"	"56897812"	"56897812"	"789292.057"	"580723.7896"	"1544654.643"	"1162072.816"
"219.9310783/127.6282417"	"1977939.757"	"3268262.775"	"4673373.901"	"2307658.972"	"2984858.75"	"56897812"	"3473212.462"	"2753059.451"	"3768470.877"	"3560688.566"
"219.9808995/287.2595005"	"3442146.303"	"3619232.772"	"9008776.188"	"3719993.045"	"4784615.657"	"4634660.021"	"4329447.989"	"5247750.181"	"2922758.086"	"3971185.283"
"219.9872195/282.451726"	"34946062.48"	"37177822.33"	"54863282.66"	"35722199.36"	"35533762.22"	"49611084.73"	"39340334.76"	"40307864.91"	"41055021.36"	"39064344.84"
"220.0792363/33.87005057"	"56897812"	"1435902.343"	"976674.5163"	"918902.0283"	"56897812"	"1350639.838"	"56897812"	"56897812"	"56897812"	"56897812"
"220.117707/25.94557527"	"6346805.887"	"10420572.56"	"20986704.02"	"274827.2515"	"6111576.543"	"10256657.29"	"5925687.585"	"904522.0158"	"272192.569"	"256395.7843"
"220.1329467/87.87027581"	"1419454.899"	"56897812"	"20588.54657"	"1194647.971"	"1069920.59"	"1024925.407"	"1682584.908"	"512545.7705"	"1220375.921"	"658068.3372"
"220.1495469/268.5629969"	"56897812"	"277285.1053"	"234027.7358"	"593450.8826"	"222968.5112"	"239886.0931"	"56897812"	"680628.3472"	"381705.4137"	"547193.6787"
"220.1774194/11.30457528"	"56897812"	"56897812"	"56897812"	"177095.7608"	"56897812"	"427833.2983"	"56897812"	"187232.3936"	"120087.2036"	"138888.6112"
"220.8832151/154.7927171"	"2377137.939"	"56897812"	"5505065.493"	"1589785.329"	"2017634.148"	"56897812"	"1318268.215"	"56897812"	"1106143.907"	"1532491.975"
"220.8989348/54.29728808"	"2902053.264"	"56897812"	"56897812"	"2309158.44"	"2163999.875"	"56897812"	"3030457.426"	"2383939.494"	"2101776.389"	"2635471.09"
"220.9278621/130.2155278"	"1788902.482"	"9136604.372"	"5045654.069"	"2625183.477"	"3174827.614"	"3651466.229"	"3545592.847"	"4120440.942"	"3693071.898"	"3556455.941"
"220.9469654/88.92474151"	"1757634.214"	"56897812"	"56897812"	"809602.1258"	"1070025.159"	"56897812"	"341867.4693"	"56897812"	"56897812"	"56897812"
"220.9799941/288.3405857"	"4378328.333"	"1852413.691"	"7470971.728"	"4251115.429"	"4232253.26"	"3201387.436"	"3650490.351"	"4139668.622"	"2945161.09"	"3955918.541"
"220.9880499/284.4992132"	"5155876.913"	"5831651.045"	"8389031.738"	"5073177.476"	"5241280.089"	"4920273.551"	"5675610.854"	"4839608.026"	"4958772.651"	"5943229.642"
"220.9964382/11.28714656"	"3927394.634"	"4517771.206"	"4847776.913"	"3633984.172"	"2576188.912"	"3193307.523"	"2236457.391"	"2073234.496"	"2361665.234"	"2515668.466"
"221.0072615/127.0058874"	"970719.9942"	"56897812"	"56897812"	"3453735.984"	"2441646.928"	"56897812"	"56897812"	"1306097.077"	"1911130.67"	"2408135.417"
"221.0117083/19.81493337"	"156000.96"	"309531.0828"	"290082.9163"	"306455.3224"	"56897812"	"255646.5557"	"56897812"	"56897812"	"56897812"	"56897812"
"221.0338048/61.68863191"	"5884409.305"	"735919.0899"	"56897812"	"2019145.303"	"3108375.56"	"56897812"	"2156957.789"	"3091575.153"	"2138269.313"	"2289764.94"
"221.0737098/27.00711325"	"2983505.472"	"141562.2146"	"1155313.829"	"222403.1489"	"709408.6503"	"194336.803"	"733627.9459"	"194965.6269"	"221960.3042"	"202562.9345"
"221.116842/247.2212977"	"1426846.041"	"735702.8337"	"1560130.958"	"736798.2836"	"1331608.36"	"835855.3496"	"392671.1043"	"536637.0025"	"1207369.776"	"1333480.299"
"221.1210424/33.05494856"	"56897812"	"802395.5694"	"1995974.749"	"56897812"	"1184736.206"	"848633.4631"	"1116501.381"	"56897812"	"56897812"	"56897812"
"221.1533481/105.5836666"	"1431893.027"	"4193839.823"	"3150710.615"	"2543316.294"	"3589827.944"	"3014606.971"	"2452689.571"	"3487779.555"	"3839407.478"	"3852654.69"
"221.4725873/130.0104576"	"1695635.795"	"6538607.242"	"8584306.206"	"1634597.556"	"2447035.496"	"7145864.349"	"3147600.686"	"4263823.964"	"3043532.568"	"3149429.984"
"221.9710001/136.36665"	"56897812"	"9565918.576"	"56897812"	"1370776.571"	"1700193.887"	"8619858.614"	"2888540.221"	"2072936.063"	"2770120.962"	"2247495.23"
"221.9799049/288.2351644"	"860586.2065"	"1583604.63"	"56897812"	"1239139.926"	"951661.7664"	"56897812"	"1389539.158"	"779758.1114"	"707567.5692"	"1111195.73"
"221.979968/157.117745"	"2408491.202"	"56897812"	"56897812"	"4365914.192"	"2967084.225"	"56897812"	"4095723.922"	"3495136.041"	"3530088.512"	"3819542.187"
"222.1485083/238.0506674"	"926484.8755"	"56897812"	"56897812"	"1061955.515"	"613365.1147"	"56897812"	"392071.3605"	"519081.4841"	"663032.5397"	"424604.8613"
"222.6623107/84.89758584"	"461007.7091"	"56897812"	"834118.9612"	"56897812"	"341069.2155"	"56897812"	"442147.8779"	"3598840.72"	"56897812"	"56897812"
"222.8961689/53.63247048"	"581691.9543"	"56897812"	"56897812"	"1899841.536"	"833861.7227"	"56897812"	"522747.2481"	"56897812"	"56897812"	"969869.8091"
"222.9767587/284.6073877"	"16769969.01"	"27113452.52"	"20583161.39"	"17646454.47"	"17407141.29"	"21435942.23"	"19009929.72"	"19218007.75"	"20664532.9"	"19464380.49"
"223.0395796/62.20949417"	"1815609.133"	"1334013.028"	"978592.213"	"1274998.185"	"1612444.395"	"881265.3405"	"1751428.279"	"2381164.633"	"1510514.762"	"1665325.348"
"223.0743819/186.9267204"	"712336953.9"	"10975836.01"	"90243782.13"	"1132638.717"	"783909337.8"	"9958068.719"	"928374230.7"	"123627494.9"	"2644708.407"	"1006743.185"
"223.0961832/26.71967357"	"1802312.668"	"1756839.067"	"2820126.822"	"1140261.33"	"655653.2373"	"1748456.51"	"743880.455"	"571769.979"	"1410846.57"	"747715.1038"
"223.1325309/108.0415527"	"2551325.834"	"885914.0559"	"56897812"	"1921677.497"	"1128045.358"	"1784960.307"	"1214611.956"	"1571998.338"	"2185700.514"	"880207.8807"
"223.1689291/96.758728"	"2493976.926"	"560171.8895"	"56897812"	"884370.5761"	"634738.5238"	"48419.80213"	"1125573.764"	"1225931.976"	"1136510.529"	"1373622.272"
"223.8757637/47.409547"	"4717559.461"	"56897812"	"56897812"	"5914816.56"	"3495924.09"	"56897812"	"4841728.32"	"6420897.383"	"6254412.24"	"4790843.368"
"223.9802232/162.500643"	"1960706.192"	"56897812"	"2453080.024"	"1935870.655"	"2800298.547"	"56897812"	"2385704.831"	"1737768.611"	"1295530.59"	"1735229.966"
"224.0113573/10.35825731"	"754242.6888"	"56897812"	"56897812"	"943627.9719"	"668584.7699"	"56897812"	"693362.8566"	"56897812"	"955110.7213"	"906705.6363"
"224.0290909/13.06520029"	"56181.17627"	"56897812"	"56897812"	"78176.60265"	"43913.32608"	"56897812"	"53119.74859"	"62136.57063"	"76384.06661"	"61656.58093"
"224.0430668/62.89077404"	"66846040.13"	"30932093.53"	"30142830.97"	"43659308.72"	"55793576.9"	"30671521.84"	"54201182.92"	"66583907.53"	"49454485.99"	"52644350.83"
"224.0777122/186.582734"	"50095497.01"	"56897812"	"5079540.621"	"56897812"	"56337174.5"	"56897812"	"65829303.14"	"8188565.546"	"56897812"	"56897812"
"224.3245465/88.37617357"	"56897812"	"56897812"	"56897812"	"630684.2054"	"574683.9186"	"56897812"	"836028.6481"	"660568.3303"	"829934.7023"	"671825.7457"
"224.4429937/157.3043208"	"37189902.98"	"56897812"	"19909562.64"	"39085738.79"	"40465680.37"	"42883607.67"	"41716806.66"	"42042739.75"	"40395387.63"	"39857897.01"
"224.4430137/291.3094415"	"1701033.48"	"5396317.249"	"5432537.414"	"1699614.214"	"1762110.7"	"4828887.454"	"2423233.828"	"2527385.395"	"2573462.137"	"2467218.337"
"224.9558718/42.03530474"	"501600.6037"	"649655.2547"	"936500.0055"	"56897812"	"56897812"	"56897812"	"1075047.608"	"56897812"	"56897812"	"56897812"
"224.9837427/62.14428298"	"3262179.012"	"1723167.298"	"2064877.923"	"56897812"	"2813703.916"	"1043943.031"	"2792872.084"	"56897812"	"2809734.033"	"56897812"
"225.0464196/63.86563646"	"922348451.1"	"443125274.5"	"392277734.2"	"603119453.3"	"766540909"	"409137187.3"	"740139861.4"	"829122057.7"	"682859142.1"	"718683428.5"
"225.0769506/34.73290971"	"16798096.13"	"2443954.869"	"56897812"	"56897812"	"26171052.71"	"56897812"	"22952912.87"	"9175039.959"	"56897812"	"56897812"
"225.0784635/182.771147"	"4507672.818"	"867429.7672"	"56897812"	"56897812"	"5117292.507"	"56897812"	"5972640.332"	"56897812"	"56897812"	"56897812"
"225.1102624/40.64100565"	"3175569.252"	"1682189.43"	"56897812"	"56897812"	"2977142.771"	"56897812"	"2447353.945"	"3085546.512"	"2476729.504"	"2757854.851"
"225.1481785/249.7516012"	"1116993.265"	"1875614.171"	"1563600.867"	"56897812"	"998709.0941"	"1908459.46"	"1128838.761"	"777797.3913"	"2069037.474"	"1588560.295"
"225.1845961/244.0320801"	"1116266.718"	"986927.3272"	"625373.6"	"748961.3064"	"762749.7864"	"56897812"	"200924.0139"	"206330.9349"	"874727.481"	"817414.4074"
"225.1846761/87.06564784"	"634218.204"	"56897812"	"227146.7834"	"769700.7958"	"331969.4169"	"56897812"	"61572.13301"	"56897812"	"458501.6904"	"56897812"
"225.8734192/47.67020719"	"788846.6088"	"56897812"	"56897812"	"1256537.549"	"682049.9707"	"56897812"	"939300.9578"	"1334135.74"	"1307494.057"	"989574.3283"
"225.9001981/149.0064552"	"1448520.863"	"56897812"	"56897812"	"1171468.814"	"1336361.632"	"5563156.196"	"1362514.928"	"1392885.298"	"1232675.16"	"1552738.344"
"225.9003575/293.9029702"	"1331451.288"	"56897812"	"56897812"	"1711567.384"	"1492072.577"	"2389772.876"	"1725446.645"	"1184829.049"	"1987069.457"	"1396236.806"
"225.9958195/130.4703928"	"31336709.89"	"146136230.1"	"248039321.4"	"34023771.14"	"42150471.78"	"234577722.7"	"50153198.01"	"61880887.87"	"51998908.12"	"49254485.16"
"226.0117691/14.86298634"	"867428.7181"	"56897812"	"56897812"	"949252.0243"	"763625.4473"	"1026099.402"	"786255.4305"	"757298.2007"	"1020333.506"	"863591.1657"
"226.011814/274.3663452"	"309417.3612"	"56897812"	"56897812"	"414690.2087"	"342100.1176"	"1728690.709"	"457057.5669"	"56897812"	"177345.1929"	"211246.7428"
"226.0411243/62.12649395"	"4622760.373"	"2402540.994"	"2369054.929"	"3126620.906"	"4283038.833"	"2556188.534"	"3973685.601"	"4992466.671"	"3286204.577"	"3758033.068"
"226.0528454/62.50050567"	"1404502.092"	"56897812"	"56897812"	"814432.9236"	"1182858.89"	"56897812"	"1181513.279"	"2068098.009"	"731781.8354"	"969622.7678"
"226.0701693/63.13656731"	"830037.7385"	"56897812"	"56897812"	"633086.2785"	"597964.4295"	"56897812"	"584410.8424"	"675713.769"	"444396.6455"	"606770.1811"
"226.0969782/111.8874021"	"681909.1419"	"2513098.958"	"1811820.905"	"1176993.11"	"1463700.976"	"1332518.044"	"2860514.356"	"2856675.727"	"1775396.739"	"1256836.497"
"226.0970359/254.5616187"	"2467415.261"	"2111244.663"	"213251.8928"	"1999673.002"	"1474835.007"	"56897812"	"2158233.907"	"2150435.365"	"1352188.261"	"2692788.498"
"226.1282109/24.61679689"	"622858.4686"	"56897812"	"884637.4297"	"56897812"	"263030.9758"	"56897812"	"56897812"	"56897812"	"1162297.834"	"56897812"
"226.1448739/24.26875665"	"258355.9988"	"1985448.201"	"2362450.843"	"1135619.527"	"694446.028"	"1840647.921"	"118318.4447"	"725776.5793"	"803287.6292"	"457516.414"
"226.1455277/273.4516406"	"1181641.984"	"911806.3448"	"443418.8154"	"1718313.625"	"1447419.101"	"608634.4232"	"1269978.726"	"758764.5897"	"1435664.455"	"1272131.46"
"226.1586969/12.91836222"	"196568.4918"	"1041044.646"	"1389833.033"	"266682.0118"	"248229.8785"	"56897812"	"328545.2737"	"258578.5783"	"284288.2493"	"331083.7474"
"226.449013/155.7667074"	"8801000.724"	"56897812"	"38469943.2"	"9178274.187"	"8121039.633"	"56897812"	"6803537.554"	"5248736.709"	"5863595.834"	"7153987.021"
"226.4816209/161.6073709"	"8405783.949"	"4296860.431"	"14178700.56"	"7857898.348"	"5999132.537"	"56897812"	"4859047.061"	"4659658.811"	"3865444.681"	"4506150.691"
"226.6472053/28.23050339"	"56897812"	"446568.8507"	"769461.8063"	"916779.1431"	"1039249.466"	"543141.3358"	"783645.7998"	"56897812"	"56897812"	"103248.0016"
"226.8613764/57.80249465"	"5063631.501"	"6237571.191"	"9511032.401"	"5357843.158"	"4568221.989"	"7593794.878"	"5520369.76"	"5980111.795"	"6449777.216"	"5650567.041"
"226.8875401/68.16026811"	"7128281.751"	"6006118.306"	"5101291.156"	"8454231.23"	"9400716.148"	"6923749.284"	"16358825.98"	"10596947.29"	"11155765.63"	"10917547.94"
"226.9089012/75.32204935"	"56897812"	"4241923.943"	"4461921.055"	"56897812"	"56897812"	"56897812"	"10833846.93"	"11844283.27"	"56897812"	"11293935.03"
"226.9457807/154.4799251"	"66352652.55"	"62242138.73"	"61405319.74"	"66832018.1"	"67784417.9"	"56897812"	"73185712.54"	"72315149.51"	"71353268.92"	"72159227.77"
"226.9459266/290.5091262"	"2453479.942"	"7445715.64"	"7070683.75"	"2264293.201"	"2866191.527"	"6957094.443"	"3588622.543"	"3615866.211"	"4057904.282"	"3242830.656"
"226.9469432/68.99363663"	"1480573.882"	"1333077.627"	"2316090.872"	"2972882.599"	"2429612.636"	"1273022.565"	"1891053.74"	"954600.6602"	"946169.0575"	"1514228.639"
"227.0444541/62.83198215"	"61925950.01"	"30498790.13"	"30695529.36"	"40769174.72"	"54344979.76"	"32175513.33"	"51995031.36"	"62973661.45"	"45868311.63"	"49658649.19"
"227.0506348/62.1103411"	"10980682.86"	"5235133.089"	"5229925.711"	"6917407.234"	"8932758.418"	"56897812"	"8552872.562"	"10964839.18"	"8100119.677"	"8679945.38"
"227.0887354/10.3586317"	"165645.6158"	"279583.7417"	"56897812"	"138422.9926"	"163624.3822"	"56897812"	"143386.8077"	"114112.9342"	"143651.0393"	"120416.2696"
"227.1274412/25.98505271"	"86124870.88"	"2140380.52"	"1882706.667"	"71509959.18"	"103502199.1"	"2029459.124"	"89229522.7"	"118904481"	"67238658.63"	"77739015.4"
"227.127469/114.9802499"	"3023240.85"	"2036173.674"	"1852206.178"	"2883750.02"	"1558879.563"	"2818337.929"	"3582354.783"	"3673044.706"	"2963180.064"	"2815075.545"
"227.1750949/233.2432083"	"594296.9411"	"56897812"	"56897812"	"682388.1374"	"631227.4955"	"13343.61061"	"667610.3054"	"688518.4307"	"457223.7778"	"663166.076"
"227.2001796/254.8546898"	"1048487.43"	"56897812"	"956827.0964"	"1097289.115"	"959273.7761"	"703697.8185"	"770816.9686"	"872068.8346"	"377394.8844"	"838734.6433"
"227.4471684/161.9021933"	"3010228.146"	"56897812"	"7056248.146"	"3168888.067"	"4102918.024"	"3738159.561"	"3362994.465"	"3288090.817"	"3109258.126"	"3676787.104"
"227.8684152/68.77667142"	"1223893.76"	"56897812"	"56897812"	"1065660.157"	"2251419.495"	"56897812"	"1607782.437"	"4296362.959"	"1296823.521"	"1945084.855"
"227.9478235/153.2844862"	"1409846.681"	"56897812"	"56897812"	"56897812"	"1600856.882"	"56897812"	"1754585.669"	"2958159.706"	"2781634.074"	"1389282.386"
"228.0451386/57.39799908"	"1230221.625"	"56897812"	"56897812"	"742473.3576"	"699017.6812"	"56897812"	"945752.5033"	"1102900.747"	"1598744.1"	"871007.2348"
"228.1073093/15.66986231"	"56897812"	"370946.4846"	"56897812"	"56897812"	"56897812"	"855996.579"	"56897812"	"56897812"	"75360.13553"	"54730.55051"
"228.1308432/27.37568861"	"9575308.023"	"56897812"	"56897812"	"7955585.159"	"11637864.33"	"332936.0981"	"9933753.545"	"12674836.04"	"6724529.516"	"7156911.424"
"228.1591073/240.4929745"	"658608.7407"	"573212.1285"	"501798.0984"	"552194.7036"	"259176.2726"	"468201.1636"	"463126.8972"	"56897812"	"571449.2318"	"813116.978"
"228.2318101/275.3103248"	"4454440.085"	"7032189.426"	"2012907.331"	"5801982.142"	"5583376.364"	"5342161.342"	"4778975.96"	"7589754"	"5871966.691"	"5209944.481"
"228.4866893/292.5166903"	"1187514.55"	"2558770.912"	"2489435.45"	"987017.5177"	"1076681.811"	"1288426.216"	"1040332.068"	"991623.0529"	"1229484.019"	"1036225.683"
"228.4867026/156.2339215"	"16766317.2"	"8672628.548"	"37863731.09"	"15740199.2"	"14473639.58"	"5735263.394"	"12939945.53"	"11193878.61"	"11628942.27"	"11782152.06"
"228.6530908/25.96774604"	"925161.3678"	"650777.8577"	"769277.5668"	"1506531.156"	"1010770.619"	"824579.5226"	"886054.5363"	"1135634.458"	"972212.1048"	"2331984.069"
"228.9071308/77.88914811"	"56897812"	"56897812"	"56897812"	"56897812"	"121827.8713"	"56897812"	"271078.7397"	"241149.1268"	"499927.9964"	"400327.844"
"228.9420971/159.3228864"	"2515898.422"	"56897812"	"8956751.683"	"2389472.162"	"3074099.723"	"2882404.553"	"3279777.402"	"1959914.525"	"2272497.185"	"3430237.202"
"228.9609929/140.7172908"	"4665125.783"	"56897812"	"56897812"	"3581445.967"	"3251056.107"	"56897812"	"4482792.499"	"6523188.48"	"4315247.334"	"5258925.979"
"228.988567/78.3811691"	"56897812"	"961450.7453"	"946507.1114"	"56897812"	"476387.3287"	"56897812"	"704035.0087"	"690826.6061"	"520941.5103"	"488448.8001"
"229.0176542/63.68560194"	"1409766.793"	"56897812"	"56897812"	"56897812"	"56897812"	"56897812"	"659157.9585"	"1153341.774"	"646734.718"	"578073.25"
"229.0487416/63.26432529"	"56897812"	"3664380.166"	"56897812"	"392542.0543"	"56897812"	"2199402.619"	"1093193.123"	"429689.0916"	"416162.5994"	"272808.3492"
"229.0855599/250.4433832"	"1374359.186"	"1079158.637"	"943219.7684"	"1710153.512"	"762116.9276"	"1202092.373"	"1264987.933"	"1043536.201"	"1245223.727"	"1886897.016"
"229.0856151/12.81288817"	"242702.0403"	"380445.7421"	"274649.3364"	"298642.2488"	"285441.7886"	"241886.4559"	"183674.8181"	"327018.7797"	"282975.5374"	"269602.4103"
"229.1334962/159.7656715"	"3125976.977"	"1481082.527"	"56897812"	"3041063.073"	"2847314.605"	"2038671.881"	"3790700.743"	"3291887.485"	"3007860.978"	"3448582.031"
